0	28
1	107
2	28
3	107
4	28
5	107
6	48
7	28
8	24
9	48
10	28
11	197
12	107
13	48
14	28
15	197
16	107
17	48
18	28
19	197
20	24
21	107
22	235
23	48
24	143
25	197
26	126
27	107
28	235
29	48
30	143
31	388
32	197
33	38
34	107
35	78
36	57
37	167
38	388
39	197
40	45
41	107
42	19
43	66
44	178
45	113
46	113
47	190
48	388
49	229
50	197
51	198
52	107
53	19
54	80
55	178
56	413
57	413
58	413
59	222
60	388
61	229
62	197
63	63
64	107
65	91
66	93
67	178
68	413
69	96
70	413
71	703
72	413
73	256
74	388
75	612
76	310
77	197
78	76
79	107
80	109
81	78
82	111
83	178
84	96
85	300
86	413
87	154
88	94
89	300
90	413
91	94
92	413
93	303
94	388
95	612
96	353
97	197
98	89
99	312
100	39
101	235
102	130
103	178
104	113
105	94
106	300
107	82
108	976
109	113
110	96
111	300
112	82
113	94
114	94
115	136
116	82
117	346
118	388
119	612
120	43
121	197
122	106
123	149
124	55
125	235
126	153
127	178
128	94
129	67
130	300
131	413
132	154
133	1373
134	94
135	68
136	97
137	413
138	154
139	1373
140	94
141	68
142	300
143	97
144	413
145	101
146	388
147	612
148	43
149	197
150	125
151	397
152	312
153	175
154	235
155	153
156	202
157	113
158	300
159	413
160	81
161	94
162	136
163	81
164	117
165	94
166	136
167	703
168	413
169	432
170	433
171	877
172	612
173	43
174	197
175	198
176	312
177	199
178	78
179	201
180	236
181	1197
182	131
183	94
184	132
185	300
186	134
187	413
188	131
189	94
190	1197
191	132
192	300
193	134
194	413
195	131
196	113
197	1197
198	300
199	138
200	413
201	490
202	491
203	877
204	612
205	558
206	229
207	172
208	561
209	312
210	90
211	234
212	269
213	404
214	135
215	94
216	114
217	300
218	140
219	135
220	96
221	300
222	156
223	98
224	300
225	159
226	490
227	551
228	877
229	612
230	612
231	226
232	263
233	196
234	264
235	499
236	312
237	108
238	109
239	268
240	318
241	404
242	113
243	300
244	164
245	139
246	184
247	82
248	118
249	139
250	181
251	189
252	609
253	877
254	612
255	612
256	260
257	310
258	228
259	264
260	499
261	312
262	357
263	128
264	316
265	361
266	404
267	1373
268	158
269	187
270	208
271	703
272	1373
273	158
274	213
275	207
276	208
277	703
278	158
279	214
280	215
281	703
282	221
283	668
284	877
285	612
286	612
287	307
288	353
289	262
290	354
291	499
292	312
293	357
294	151
295	359
296	403
297	235
298	404
299	219
300	413
301	240
302	413
303	94
304	244
305	245
306	413
307	255
308	730
309	388
310	671
311	612
312	307
313	395
314	309
315	354
316	499
317	312
318	742
319	399
320	447
321	359
322	448
323	235
324	404
325	204
326	282
327	238
328	206
329	276
330	251
331	252
332	253
333	300
334	203
335	210
336	282
337	248
338	249
339	212
340	94
341	276
342	288
343	279
344	209
345	210
346	248
347	94
348	777
349	286
350	287
351	278
352	289
353	300
354	302
355	799
356	388
357	733
358	1100
359	392
360	440
361	352
362	396
363	499
364	355
365	742
366	174
367	199
368	401
369	507
370	235
371	404
372	237
373	217
374	282
375	273
376	324
377	288
378	299
379	300
380	241
381	463
382	282
383	293
384	94
385	324
386	325
387	547
388	300
389	241
390	476
391	282
392	293
393	295
394	94
395	340
396	325
397	326
398	300
399	345
400	874
401	388
402	877
403	802
404	1100
405	392
406	498
407	352
408	441
409	499
410	397
411	742
412	503
413	199
414	446
415	568
416	567
417	449
418	872
419	451
420	525
421	282
422	976
423	330
424	322
425	98
426	340
427	341
428	342
429	300
430	703
431	280
432	281
433	976
434	330
435	339
436	340
437	367
438	368
439	300
440	703
441	280
442	281
443	282
444	338
445	1585
446	339
447	1373
448	367
449	368
450	376
451	703
452	386
453	874
454	433
455	877
456	878
457	1100
458	437
459	558
460	394
461	500
462	499
463	442
464	742
465	231
466	266
467	565
468	627
469	508
470	872
471	319
472	465
473	371
474	365
475	1373
476	382
477	383
478	300
479	384
480	703
481	336
482	292
483	976
484	380
485	365
486	1373
487	411
488	412
489	300
490	703
491	362
492	478
493	380
494	365
495	1373
496	419
497	412
498	300
499	300
500	703
501	431
502	1019
503	491
504	877
505	951
506	1100
507	555
508	617
509	439
510	560
511	559
512	1032
513	501
514	742
515	313
516	314
517	624
518	749
519	317
520	628
521	872
522	377
523	320
524	976
525	417
526	409
527	456
528	94
529	428
530	429
531	327
532	460
533	377
534	320
535	976
536	425
537	409
538	456
539	94
540	457
541	458
542	327
543	460
544	703
545	377
546	527
547	976
548	425
549	409
550	456
551	94
552	457
553	458
554	343
555	300
556	473
557	413
558	489
559	1095
560	491
561	877
562	1023
563	1100
564	614
565	676
566	497
567	619
568	677
569	1032
570	561
571	742
572	1186
573	314
574	683
575	818
576	748
577	687
578	872
579	461
580	406
581	527
582	976
583	466
584	454
585	482
586	94
587	777
588	483
589	484
590	485
591	300
592	487
593	461
594	415
595	379
596	631
597	479
598	847
599	454
600	468
601	531
602	94
603	777
604	518
605	533
606	520
607	300
608	522
609	413
610	461
611	422
612	573
613	900
614	479
615	480
616	481
617	531
618	94
619	777
620	532
621	533
622	520
623	300
624	535
625	413
626	549
627	1095
628	609
629	877
630	1099
631	1174
632	1
633	614
634	738
635	557
636	678
637	677
638	1032
639	620
640	742
641	681
642	150
643	683
644	818
645	817
646	1063
647	750
648	872
649	461
650	451
651	631
652	528
653	515
654	530
655	543
656	96
657	544
658	580
659	546
660	547
661	461
662	462
663	900
664	528
665	515
666	530
667	578
668	94
669	777
670	579
671	592
672	593
673	582
674	461
675	475
676	540
677	515
678	542
679	590
680	591
681	580
682	581
683	594
684	607
685	1251
686	609
687	877
688	1173
689	1256
690	1
691	735
692	807
693	616
694	740
695	739
696	1032
697	679
698	811
699	398
700	399
701	746
702	894
703	447
704	235
705	819
706	945
707	461
708	524
709	465
710	574
711	575
712	576
713	542
714	601
715	777
716	94
717	602
718	603
719	640
720	605
721	642
722	461
723	524
724	477
725	465
726	587
727	588
728	600
729	636
730	777
731	94
732	638
733	639
734	640
735	459
736	641
737	642
738	583
739	537
740	703
741	477
742	588
743	600
744	636
745	651
746	652
747	459
748	654
749	655
750	666
751	1333
752	730
753	877
754	1255
755	1256
756	1
757	735
758	883
759	675
760	809
761	808
762	1032
763	741
764	887
765	443
766	444
767	815
768	967
769	447
770	567
771	895
772	1017
773	583
774	630
775	703
776	572
777	825
778	526
779	842
780	1063
781	771
782	634
783	635
784	994
785	1086
786	662
787	663
788	698
789	699
790	700
791	583
792	630
793	703
794	572
795	841
796	858
797	1063
798	659
799	660
800	635
801	830
802	1086
803	777
804	696
805	697
806	698
807	699
808	629
809	630
810	703
811	585
812	841
813	858
814	659
815	660
816	635
817	1086
818	865
819	777
820	710
821	711
822	725
823	712
824	713
825	728
826	1333
827	730
828	950
829	1337
830	1420
