2.8745	-0.7333	6.4536
2.8957	-0.40843	6.698
2.9108	1.2622	13.34
2.974	2.0645	14.216
2.8668	0.022759	6.8073
2.8807	0.38479	7.0078
2.8722	-0.1001	5.9079
2.8813	0.18409	6.0631
2.8931	0.85994	7.1821
2.916	1.2501	7.3828
2.8914	0.60839	6.2004
2.9032	0.95141	6.3335
2.9142	-1.0191	9.1333
2.8927	-0.56295	9.4015
2.8949	-1.0022	7.574
2.8943	-0.63886	7.829
2.8705	-0.0010247	9.6568
2.8719	0.52263	9.985
2.8761	-0.15373	8.0258
2.881	0.25741	8.2746
2.8934	1.1914	10.372
2.9311	1.7989	10.83
2.8882	0.80755	8.5116
2.9096	1.2813	8.7897
2.9206	-1.6492	14.72
2.9204	-0.95055	15.563
2.9	-1.4921	11.189
2.9067	-0.9429	11.736
2.9251	-0.049507	16.486
2.9563	0.87751	17.633
2.9071	-0.23049	12.267
2.9105	0.36551	12.814
3.1202	-1.6738	24.106
3.1496	-0.92661	25.643
3.383	0.1227	29.172
3.4047	1.2758	31.019
2.8338	-0.14462	18.222
3.3432	0.56788	22.633
3.3559	2.5381	32.32
3.402	4.0381	34.765
3.2561	1.4875	22.947
3.2556	2.3507	23.944
3.1875	-2.9466	34.886
2.6951	-1.4719	31.392
3.585	-0.47706	45.992
3.6792	1.4047	51.353
1.73	8.5017	74.112
3.6695	3.602	55.975
3.6241	6.4977	63.189
3.1202	-1.7112	24.104
3.1505	-0.96669	25.649
3.3897	0.077457	29.234
3.4063	1.2282	31.037
2.8306	-0.17249	18.2
3.3465	0.5334	22.658
3.3438	2.4784	32.201
3.3985	3.9796	34.734
3.263	1.4552	23.001
3.2573	2.3149	23.962
3.7287	-5.1658	70.55
3.1897	-3.0031	34.907
2.6884	-1.5167	31.306
3.5849	-0.5488	45.991
3.6816	1.3255	51.393
3.0501	8.4761	107.78
3.7493	3.5949	57.268
3.6243	6.3995	63.205
3.1212	-1.7491	24.109
3.1504	-1.0065	25.647
3.3813	0.032052	29.158
3.4077	1.1805	31.053
2.8259	-0.20016	18.168
3.1974	0.47394	21.593
3.3613	2.4417	32.383
3.3717	3.8925	34.451
3.2645	1.4203	23.015
3.2514	2.2734	23.92
3.732	-5.2812	70.61
3.1869	-3.0546	34.871
3.4311	-2.0314	40.61
3.4948	4.0446	102.13
3.5848	-0.62055	45.99
3.6845	1.2464	51.439
1.237	3.0282	39.161
2.6303	2.4087	39.247
2.3224	3.8919	39.213
2.8768	-0.78223	6.4531
2.9009	-0.45946	6.7075
2.9119	1.1604	13.356
2.9731	1.9547	14.228
2.8623	-0.028127	6.7961
2.8785	0.33192	7.005
2.8722	-0.14403	5.907
2.8772	0.13868	6.0553
2.8867	0.80411	7.1719
2.9091	1.1914	7.3739
2.8897	0.56182	6.2013
2.8984	0.90244	6.3298
2.9147	-1.0886	9.1269
2.8937	-0.63457	9.4007
2.8949	-1.0592	7.5659
2.8936	-0.6977	7.8219
2.8704	-0.074405	9.6565
