0	2059
1	2170
2	24051
3	24832
4	1953
5	25128
6	114
7	25
8	25034
9	21292
10	29
11	22677
12	3688
13	2878
14	3673
15	3560
16	1853
17	23366
18	2513
19	25482
20	23135
21	23929
22	22344
23	22228
24	3554
25	25048
26	4151
27	3459
28	24153
29	24858
30	24155
31	24156
32	2229
33	25191
34	23347
35	25101
36	25104
37	4
38	25177
39	25105
40	24988
41	25084
42	25181
43	1773
44	2777
45	62
46	25166
47	25167
48	15
49	105
50	25119
51	68
52	69
53	2229
54	25191
55	25101
56	25104
57	74
58	25177
59	25176
60	25064
61	25160
62	25181
63	2835
64	25113
65	25166
66	25167
67	65
68	105
69	25171
70	87
71	88
72	2229
73	25242
74	25192
75	25157
76	144
77	25247
78	25176
79	25064
80	25160
81	25181
82	2835
83	25271
84	25166
85	25167
86	84
87	195
88	25190
89	88
90	2167
91	2284
92	24159
93	24929
94	2063
95	25217
96	114
97	25
98	25131
99	21405
100	29
101	29
102	3801
103	2997
104	3673
105	3674
106	2075
107	23366
108	2631
109	1839
110	23252
111	24038
112	22458
113	22345
114	3668
115	25145
116	4380
117	3459
118	24261
119	25052
120	24263
121	24264
122	2316
123	25277
124	25192
125	25263
126	234
127	4
128	25246
129	25085
130	25160
131	25251
132	1125
133	2835
134	25271
135	25185
136	25273
137	247
138	25208
139	157
140	158
141	159
142	2371
143	25277
144	25192
145	25263
146	234
147	4
148	25246
149	25108
150	25198
151	25251
152	1125
153	2954
154	25271
155	243
156	25185
157	25273
158	175
159	247
160	25293
161	157
162	178
163	159
164	2371
165	25327
166	25192
167	25263
168	234
169	4
170	25246
171	25179
172	25248
173	25269
174	2954
175	25271
176	243
177	25272
178	25273
179	175
180	247
181	25293
182	197
183	159
184	2281
185	2398
186	24267
187	25026
188	25483
189	25302
190	297
191	25
192	25305
193	21516
194	118
195	29
196	3801
197	3116
198	3904
199	3787
200	2075
201	23590
202	2745
203	2061
204	23367
205	24146
206	22570
207	22459
208	3781
209	25234
210	4500
211	3686
212	24462
213	25149
214	24363
215	24364
216	2431
217	25367
218	25261
219	25263
220	234
221	4
222	25331
223	25249
224	25283
225	25336
226	352
227	3073
228	25520
229	25272
230	25273
231	338
232	25345
233	197
234	249
235	2486
236	25367
237	25261
238	25263
239	234
240	4
241	25331
242	25249
243	25283
244	25357
245	373
246	150
247	25520
248	25289
249	25290
250	246
251	338
252	196
253	271
254	2547
255	25418
256	25348
257	25370
258	234
259	4
260	25352
261	25249
262	25354
263	25376
264	373
265	241
266	25520
267	25430
268	25341
269	267
270	338
271	269
272	289
273	290
274	2395
275	2514
276	24367
277	25123
278	1510
279	25484
280	297
281	25
282	25396
283	21636
284	26
285	29
286	4036
287	3225
288	3904
289	3905
290	2183
291	23700
292	2864
293	2061
294	23476
295	24254
296	22685
297	22571
298	3899
299	25234
300	4621
301	45
302	24557
303	25149
304	24464
305	24465
306	2547
307	25458
308	25368
309	25370
310	255
311	4
312	25371
313	25334
314	25354
315	25427
316	373
317	643
318	25520
319	25430
320	25361
321	338
322	269
323	340
324	2605
325	25458
326	1
327	25370
328	346
329	4
330	25422
331	25334
332	25354
333	25427
334	373
335	643
336	25520
337	25430
338	25361
339	379
340	269
341	361
342	2664
343	25509
344	1
345	25441
346	346
347	4
348	25442
349	25374
350	5
351	25466
352	373
353	643
354	25520
355	25430
356	25361
357	378
358	435
359	269
360	381
361	382
362	383
363	384
364	2511
365	2746
366	24468
367	25212
368	2399
369	25484
370	297
371	114
372	25487
373	21758
374	26
375	29
376	4153
377	3342
378	4138
379	4022
380	2411
381	23811
382	2983
383	37
384	23591
385	24455
386	22801
387	22686
388	4016
389	43
390	4621
391	45
392	24657
393	25323
394	24659
395	24560
396	2691
397	25509
398	1
399	25512
400	446
401	55
402	25442
403	25374
404	5
405	25518
406	373
407	643
408	25520
409	25521
410	25380
411	435
412	436
413	437
414	383
415	439
416	441
417	2691
418	25509
419	1
420	25512
421	446
422	55
423	25513
424	25445
425	5
426	25518
427	642
428	643
429	25520
430	25521
431	25380
432	435
433	436
434	460
435	461
436	462
437	2837
438	25509
439	1
440	25512
441	538
442	55
443	25513
444	25445
445	5
446	25518
447	642
448	665
449	354
450	25521
451	25380
452	478
453	435
454	481
455	482
456	483
457	2629
458	2746
459	24563
460	25297
461	2515
462	25484
463	490
464	114
465	25487
466	21873
467	26
468	29
469	4267
470	3461
471	4252
472	4139
473	32
474	24033
475	3102
476	37
477	23701
478	24455
479	23022
480	22802
481	4133
482	43
483	4855
484	45
485	24757
486	25414
487	24659
488	49
489	2837
490	25509
491	1
492	25512
493	538
494	94
495	25513
496	25445
497	5
498	25518
499	765
500	665
501	432
502	567
503	25521
504	25380
505	435
506	533
507	552
508	2837
509	25509
510	71
511	25512
512	557
513	144
514	25513
515	25516
516	5
517	25518
518	765
519	665
520	432
521	567
522	25521
523	25522
524	725
525	550
526	552
527	2837
528	25509
529	71
530	25512
531	557
532	144
533	25513
534	25516
535	5
536	25518
537	765
538	665
539	432
540	25521
541	25522
542	725
543	571
544	572
545	573
546	574
547	575
548	2743
549	2865
550	24663
551	25388
552	2747
553	25127
554	683
555	114
556	25487
557	21987
558	26
559	29
560	4382
561	3574
562	4367
563	4253
564	32
565	35
566	3211
567	37
568	23812
569	39
570	23022
571	22911
572	4247
573	43
574	4855
575	45
576	44
577	25505
578	24856
579	49
580	2956
581	25509
582	90
583	25512
584	736
585	184
586	25513
587	25516
588	95
589	25518
590	765
591	720
592	528
593	25521
594	25522
595	725
596	627
597	572
598	651
599	630
600	631
601	2956
602	25509
603	181
604	25512
605	736
606	276
607	73
608	25516
609	185
610	25518
611	2039
612	2098
613	744
614	964
615	25521
616	25522
617	748
618	649
619	650
620	651
621	652
622	676
623	3046
624	25509
625	181
626	25512
627	736
628	276
629	73
630	25516
631	185
632	25518
633	2039
634	2098
635	3360
636	964
637	25521
638	25522
639	748
640	671
641	672
642	673
643	674
644	676
645	2862
646	2984
647	24763
648	25479
649	2747
650	25301
651	683
652	114
653	25487
654	22099
655	26
656	29
657	4382
658	3688
659	4487
660	4488
661	211
662	35
663	3447
664	37
665	23925
666	39
667	23253
668	23137
669	4362
670	132
671	5090
672	134
673	44
674	25505
675	46
676	138
677	3046
678	323
679	181
680	25512
681	759
682	276
683	143
684	25516
685	185
686	259
687	2039
688	719
689	3387
690	964
691	668
692	823
693	845
694	750
695	727
696	728
697	729
698	675
699	730
700	754
701	3046
702	323
703	231
704	25512
705	759
706	327
707	143
708	25516
709	256
710	259
711	2039
712	743
713	3387
714	964
715	668
716	844
717	724
718	845
719	749
720	750
721	751
722	774
723	1722
724	675
725	730
726	3136
727	323
728	273
729	25512
730	759
731	327
732	254
733	25516
734	256
735	371
736	2039
737	766
738	3416
739	964
740	668
741	844
742	845
743	749
744	772
745	773
746	774
747	849
748	2981
749	3212
750	24957
751	25479
752	2170
753	25392
754	980
755	114
756	25128
757	22330
758	26
759	118
760	4623
761	3801
